"Idades
Exatas
(X)";"Probabilidades de Morte
entre Duas Idades Exatas
Q (X, N) (Por Mil)";"Óbitos
D (X, N)";"l ( X )";"L (X, N)";"T(X)";"Expectativa de Vida
à Idade X
E(X)";"ano"
"21";"1.63000601872259";"156.654815736917";"96106.8940467384";"96028.56663887";"5222007.38318388";"54.3354088692568";2007
"22";"1.72679256131257";"165.686159360255";"95950.2392310015";"95867.3961513214";"5125978.81654501";"53.423304179619";2007
"23";"1.78619800165479";"171.090177285963";"95784.5530716413";"95699.0079829983";"5030111.42039369";"52.514849827941";2007
"24";"1.81824886450331";"173.849070338891";"95613.4628943553";"95526.5383591859";"4934412.41241069";"51.6079248992665";2007
"25";"1.84025435386873";"175.633164871197";"95439.6138240164";"95351.7972415808";"4838885.8740515";"50.7010210977388";2007
"26";"1.86760748992777";"177.915723799354";"95263.9806591452";"95175.0227972455";"4743534.07680992";"49.7935740663861";2007
"27";"1.91405544149662";"182";"95086.0649353459";"94995.0649353459";"4648359.05401268";"48.8858073701267";2007
"28";"1.95987390136254";"186";"94904.0649353459";"94811.0649353459";"4553363.98907733";"47.9785980946058";2007
"29";"2.02706843864535";"192";"94718.0649353459";"94622.0649353459";"4458552.92414198";"47.0718328883236";2007
"30";"2.08531559146647";"197.116677009649";"94526.0649353459";"94427.506596841";"4363930.85920664";"46.1664289335591";2007
"31";"2.17324589943028";"205";"94328.9482583362";"94226.4482583362";"4269503.3526098";"45.2618568471369";2007
"32";"2.23992213982961";"210.830315592024";"94123.9482583362";"94018.5331005402";"4175276.90435146";"44.3593472395764";2007
"33";"2.34259073513167";"220";"93913.1179427442";"93803.1179427442";"4081258.37125092";"43.457809309868";2007
"34";"2.4374739231631";"228.374531765284";"93693.1179427442";"93578.9306768615";"3987455.25330818";"42.558678170417";2007
"35";"2.56781318004248";"240";"93464.7434109789";"93344.7434109789";"3893876.32263131";"41.6614455946168";2007
"36";"2.68553480332975";"250.35829296167";"93224.7434109789";"93099.5642644981";"3800531.57922034";"40.7674126005988";2007
"37";"2.85024740592392";"265";"92974.3851180172";"92841.8851180172";"3707432.01495584";"39.8758433330836";2007
"38";"3.0055923371229";"278.646617490088";"92709.3851180172";"92570.0618092722";"3614590.12983782";"38.9883950285779";2007
"39";"3.20239786895473";"296";"92430.7385005271";"92282.7385005271";"3522020.06802855";"38.1044241901027";2007
"40";"3.41890588855579";"315";"92134.7385005271";"91977.2385005271";"3429737.32952802";"37.2252354035649";2007
"41";"3.63105707194495";"333.402710826475";"91819.7385005271";"91653.0371451139";"3337760.09102749";"36.3512262780876";2007
"42";"3.89129149098654";"356";"91486.3357897007";"91308.3357897007";"3246107.05388238";"35.4818785325952";2007
"43";"4.15383282401047";"378.540180066355";"91130.3357897007";"90941.0656996675";"3154798.71809268";"34.6185349889737";2007
"44";"4.46272161646358";"405";"90751.7956096343";"90549.2956096343";"3063857.65239301";"33.7608488274115";2007
"45";"4.77829213041392";"431.703382469631";"90346.7956096343";"90130.9439183995";"2973308.35678338";"32.9099481251144";2007
"46";"5.12749797464221";"461.039453284555";"89915.0922271647";"89684.5725005224";"2883177.41286498";"32.0655558644239";2007
"47";"5.4858191352857";"490.728754435809";"89454.0527738801";"89208.6883966622";"2793492.84036446";"31.2282423628785";2007
"48";"5.84809344230449";"520.265831803722";"88963.3240194443";"88703.1911035425";"2704284.15196779";"30.3977417860053";2007
"49";"6.24130385483593";"552";"88443.0581876406";"88167.0581876406";"2615580.96086425";"29.5736150972419";2007
"50";"6.63321175124937";"583";"87891.0581876406";"87599.5581876406";"2527413.90267661";"28.7562120060129";2007
"51";"7.06425507712731";"616.766393326167";"87308.0581876406";"86999.6749909775";"2439814.34448897";"27.9448930045537";2007
"52";"7.57036280765553";"656.284531147291";"86691.2917943144";"86363.1495287408";"2352814.66949799";"27.140150075054";2007
"53";"8.15608115827399";"701.708501691084";"86035.0072631672";"85684.1530123216";"2266451.51996925";"26.3433640801185";2007
"54";"8.81338251920207";"752.075003610241";"85333.2987614761";"84957.261259671";"2180767.36695693";"25.5558779352081";2007
"55";"9.52843441125545";"805.926643000545";"84581.2237578658";"84178.2604363656";"2095810.10569726";"24.7786685103661";2007
"56";"10.2834339792117";"861.49773696956";"83775.2971148653";"83344.5482463805";"2011631.84526089";"24.0122317024161";2007
"57";"11.0734709235943";"918.143546575863";"82913.7993778957";"82454.7276046078";"1928287.29701451";"23.2565304145088";2007
"58";"11.8918805962337";"975.082548555933";"81995.6558313198";"81508.1145570419";"1845832.5694099";"22.5113458840688";2007
"59";"12.7504953155968";"1033.05244010885";"81020.5732827639";"80504.0470627095";"1764324.45485286";"21.7762524179547";2007
"60";"13.6738868521984";"1093.74030959033";"79987.5208426551";"79440.6506878599";"1683820.40779015";"21.051038837701";2007
"61";"14.6782573081653";"1158.02321067824";"78893.7805330647";"78314.7689277256";"1604379.75710229";"20.3359472224796";2007
"62";"15.7629326074527";"1225.34350386208";"77735.7573223865";"77123.0855704554";"1526064.98817457";"19.6314417037922";2007
"63";"16.9380442672047";"1295.93677616031";"76510.4138185244";"75862.4454304442";"1448941.90260411";"18.9378390507842";2007
"64";"18.214527876143";"1369.99618877766";"75214.4770423641";"74529.4789479753";"1373079.45717367";"18.2555208939403";2007
"65";"19.5694933000314";"1445.09907330855";"73844.4808535864";"73121.9313169322";"1298549.97822569";"17.5849293436075";2007
"66";"21.0422875851355";"1523.44861240662";"72399.3817802779";"71637.6574740746";"1225428.04690876";"16.9259462826322";2007
"67";"22.7153731819253";"1609.97327152539";"70875.9331678713";"70070.9465321086";"1153790.38943469";"16.2790151447023";2007
"68";"24.6370734917563";"1706.51054444332";"69265.9598963459";"68412.7046241242";"1083719.44290258";"15.6457723898481";2007
"69";"26.7927595005764";"1810.1040784769";"67559.4493519026";"66654.3973126641";"1015306.73827845";"15.0283453760841";2007
"70";"29.1218420433692";"1914.74204750764";"65749.3452734257";"64791.9742496718";"948652.340965789";"14.428316160727";2007
"71";"31.5984544165795";"2017.07480023461";"63834.603225918";"62826.0658258007";"883860.366716117";"13.8461010494266";2007
"72";"34.2676547797116";"2118.34172342633";"61817.5284256834";"60758.3575639702";"821034.300890316";"13.2815776010417";2007
"73";"37.1396759102829";"2217.2084462293";"59699.1867022571";"58590.5824791424";"760275.943326346";"12.7351139156742";2007
"74";"40.2276327227026";"2312.36390945786";"57481.9782560278";"56325.7963012988";"701685.360847203";"12.2070496203499";2007
"75";"43.5387540918276";"2402.01627237627";"55169.6143465699";"53968.6062103818";"645359.564545905";"11.697735650132";2007
"76";"47.0978778013315";"2485.24188596815";"52767.5980741937";"51524.9771312096";"591390.958335523";"11.207464048373";2007
"77";"50.9444858300078";"2561.60878233046";"50282.3561882255";"49001.5517970603";"539865.981204313";"10.7366882169044";2007
"78";"55.1146037589858";"2630.11008435855";"47720.747405895";"46405.6923637158";"490864.429407253";"10.2861848585929";2007
"79";"59.6314691878675";"2688.82095010051";"45090.6373215365";"43750.9112137501";"444458.737043537";"9.85700720693189";2007
"80 ou mais";"1";"42411.1851059636";"42411.1851059636";"400707.825829787";"400707.825829787";"9.44816384707537";2007
"0";"23.2951829850518";"2329.51829850518";"1e+05";"97949.7572815122";"7286027.75844503";"72.8602775844503";2008
"1";"2.29121577429579";"223.784148357533";"97670.4817014948";"97558.589627316";"7188078.00116352";"73.5951935113012";2008
"2";"1.18788523458583";"115.755493182523";"97446.6975531373";"97388.819806546";"7090519.4115362";"72.7630549785412";2008
"3";"0.77836889412097";"75.7593777349592";"97330.9420599548";"97293.0623710873";"6993130.59172965";"71.8489972841521";2008
"4";"0.567656924337529";"55.2075778772734";"97255.1826822198";"97227.5788932812";"6895837.52935857";"70.9045763853083";2008
"5";"0.441647243652654";"42.9281010879395";"97199.9751043425";"97178.5110537986";"6798609.95046529";"69.9445647302594";2008
"6";"0.360110200816805";"34.9872437071098";"97157.0470032546";"97139.5533814011";"6701431.43941149";"68.9752482821653";2008
"7";"0.305742912504531";"29.6943814193232";"97122.0597595475";"97107.2125688378";"6604291.88603009";"67.9999158006001";2008
"8";"0.27057711136287";"26.2709717594023";"97092.3653781282";"97079.2298922485";"6507184.67346125";"67.0205597331869";2008
"9";"0.251446369483614";"24.4069170384351";"97066.0944063688";"97053.8909478496";"6410105.443569";"66.0385635455053";2008
"10";"0.248437381857717";"24.108782770904";"97041.6874893303";"97029.6330979449";"6313051.55262115";"65.055047124106";2008
"11";"0.26465746333667";"25.6764262795438";"97017.5787065594";"97004.7404934197";"6216021.91952321";"64.0710889963999";2008
"12";"0.306856673026091";"29.7626124441984";"96991.9022802799";"96977.0209740578";"6119017.17902979";"63.0879180134802";2008
"13";"0.386896412111926";"37.5143039481811";"96962.1396678357";"96943.3825158616";"6022040.15805573";"62.1071294289245";2008
"14";"0.524326337616263";"50.8201338418755";"96924.6253638875";"96899.2152969666";"5925096.77553987";"61.1309742317297";2008
"15";"0.743404754889701";"72.0164474322748";"96873.8052300456";"96837.7970063295";"5828197.5602429";"60.1627813256919";2008
"16";"0.916970458258404";"88.7643806202262";"96801.7887826134";"96757.4065923032";"5731359.76323657";"59.2071679182233";2008
"17";"1.07975857288369";"104.426717207562";"96713.0244019931";"96660.8110433894";"5634602.35664427";"58.2610500652293";2008
"18";"1.22025624215039";"117.887244370256";"96608.5976847856";"96549.6540626005";"5537941.54560088";"57.3234854693789";2008
"19";"1.34134343917141";"129.427181390239";"96490.7104404153";"96425.9968497202";"5441391.89153828";"56.3929093972049";2008
"20";"1.46532071987568";"141.200184953259";"96361.2832590251";"96290.6831665484";"5344965.89468856";"55.4679816822381";2008
"21";"1.58842707079673";"152.838584709166";"96220.0830740718";"96143.6637817172";"5248675.21152201";"54.5486456032416";2008
"22";"1.6823498685537";"161.618716138995";"96067.2444893627";"95986.4351312932";"5152531.54774029";"53.6346345221843";2008
"23";"1.73848840202712";"166.730818095902";"95905.6257732237";"95822.2603641757";"5056545.112609";"52.7241762080318";2008
"24";"1.76706095818302";"169.176463454792";"95738.8949551277";"95654.3067234004";"4960722.85224482";"51.8151254468718";2008
"25";"1.78557673591015";"170.647065996213";"95569.718491673";"95484.3949586748";"4865068.54552142";"50.9059629169601";2008
"26";"1.80981011276266";"172.654204214357";"95399.0714256768";"95312.7443235696";"4769584.15056275";"49.9961276277057";2008
"27";"1.84252836126922";"175.4573744726";"95226.4172214624";"95138.6885342261";"4674271.40623918";"49.08586863421";2008
"28";"1.89096304359453";"179.737852328845";"95050.9598469898";"94961.0909208254";"4579132.71770495";"48.17555472429";2008
"29";"1.95325438373746";"185.307630251601";"94871.221994661";"94778.5681795352";"4484171.62678413";"47.2658782347768";2008
"30";"2.02140366911578";"191.398454709799";"94685.9143644094";"94590.2151370545";"4389393.05860459";"46.3574026619368";2008
"31";"2.09294016970683";"197.771368164411";"94494.5159096996";"94395.6302256174";"4294802.84346754";"45.4502867401503";2008
"32";"2.17448349914206";"205.046715028382";"94296.7445415352";"94194.221184021";"4200407.21324192";"44.5445623140442";2008
"33";"2.26743804324214";"213.347095205065";"94091.6978265068";"93985.0242789042";"4106212.9920579";"43.6405452012274";2008
"34";"2.37276047856668";"222.750840408254";"93878.3507313017";"93766.9753110976";"4012227.96777899";"42.7385860160963";2008
"35";"2.49051222278577";"233.250416260604";"93655.5998908935";"93538.9746827632";"3918460.9924679";"41.8390464321707";2008
"36";"2.62212803911324";"244.965362037271";"93422.3494746329";"93299.8667936142";"3824922.01778513";"40.9422588844624";2008
"37";"2.77017199279655";"258.117379830758";"93177.3841125956";"93048.3254226802";"3731622.15099152";"40.0485824594756";2008
"38";"2.93627024326738";"272.836077933642";"92919.2667327648";"92782.848693798";"3638573.82556884";"39.1584431680176";2008
"39";"3.12094613162491";"289.144519361051";"92646.4306548312";"92501.8583951507";"3545790.97687504";"38.2722890867263";2008
"40";"3.32208552260883";"306.818803178087";"92357.2861354701";"92203.8767338811";"3453289.11847989";"37.3905434316746";2008
"41";"3.54167149202642";"326.012515978488";"92050.467332292";"91887.4610743028";"3361085.24174601";"36.5135054623119";2008
"42";"3.78488947996815";"347.166924090079";"91724.4548163135";"91550.8713542685";"3269197.78067171";"35.6415068066479";2008
"43";"4.05411329759491";"370.453877942021";"91377.2878922235";"91192.0609532525";"3177646.90931744";"34.7750188544157";2008
"44";"4.34818074363026";"395.714163199654";"91006.8340142814";"90808.9769326816";"3086454.84836419";"33.9145392958054";2008
"45";"4.67140493186281";"423.281232153955";"90611.1198510818";"90399.4792350048";"2995645.8714315";"33.0604662689834";2008
"46";"5.01643470318736";"452.421403453451";"90187.8386189278";"89961.6279172011";"2905246.3921965";"32.2132832617498";2008
"47";"5.37121451516699";"481.988175472322";"89735.4172154744";"89494.4231277382";"2815284.7642793";"31.3731729526502";2008
"48";"5.73077468343735";"511.491291552416";"89253.4290400021";"88997.6833942259";"2725790.34115156";"30.5398948866144";2008
"49";"6.10472598905462";"541.745213692028";"88741.9377484497";"88471.0651416036";"2636792.65775733";"29.7130390056577";2008
"50";"6.50105206556419";"573.394043861245";"88200.1925347576";"87913.495512827";"2548321.59261573";"28.8924719933179";2008
"51";"6.94009816884559";"608.138583748471";"87626.7984908964";"87322.7291990221";"2460408.0971029";"28.0782607544257";2008
"52";"7.44058483647359";"647.469721395377";"87018.6599071479";"86694.9250464502";"2373085.36790388";"27.2709941802833";2008
"53";"8.01646162319964";"692.391331474163";"86371.1901857525";"86024.9945200154";"2286390.44285743";"26.4716792479095";2008
"54";"8.66078287538695";"742.045473900857";"85678.7988542784";"85307.7761173279";"2200365.44833742";"25.681562740857";2008
"55";"9.36093454086611";"795.087388507402";"84936.7533803775";"84539.2096861238";"2115057.67222009";"24.9015601379075";2008
"56";"10.1015596475434";"849.962057860548";"84141.6659918701";"83716.6849629398";"2030518.46253396";"24.132139987936";2008
"57";"10.8794864434422";"906.170963801259";"83291.7039340096";"82838.6184521089";"1946801.77757102";"23.3732975268874";2008
"58";"11.68949720298";"963.045457221267";"82385.5329702083";"81904.0102415977";"1863963.15911892";"22.6248843931488";2008
"59";"12.5422594764347";"1021.22196560464";"81422.487512987";"80911.8765301847";"1782059.14887732";"21.886572165866";2008
"60";"13.4612461300619";"1082.30122470178";"80401.2655473824";"79860.1149350315";"1701147.27234713";"21.1582151196937";2008
"61";"14.4596402449708";"1146.92368870964";"79318.9643226806";"78745.5024783258";"1621287.1574121";"20.4400948910084";2008
"62";"15.5342381909046";"1214.34309907718";"78172.040633971";"77564.8690844324";"1542541.65493378";"19.7326517566108";2008
"63";"16.6932085921434";"1284.67089772106";"76957.6975348938";"76315.3620860333";"1464976.78584934";"19.0361306636688";2008
"64";"17.9490313196575";"1358.25752516389";"75673.0266371727";"74993.8978745908";"1388661.42376331";"18.3508111869436";2008
"65";"19.2806972555144";"1432.8405648621";"74314.7691120088";"73598.3488295778";"1313667.52588872";"17.6770720219655";2008
"66";"20.731349975281";"1510.94076758432";"72881.9285471467";"72126.4581633546";"1240069.17705914";"17.0147689801725";2008
"67";"22.3860948118344";"1597.71769924756";"71370.9877795624";"70572.1289299386";"1167942.71889579";"16.364390563055";2008
"68";"24.2955787898482";"1695.18198066165";"69773.2700803149";"68925.679089984";"1097370.58996585";"15.7276646013965";2008
"69";"26.4434916003744";"1800.22235083273";"68078.0880996532";"67177.9769242369";"1028444.91087586";"15.1068418574038";2008
"70";"28.7662557854356";"1906.56603904333";"66277.8657488205";"65324.5827292988";"961266.933951628";"14.5035891408247";2008
"71";"31.2344388863548";"2010.60142682026";"64371.2997097772";"63365.998996367";"895942.351222329";"13.9183511170623";2008
"72";"33.8917483474174";"2113.5130929752";"62360.6982829569";"61303.9417364693";"832576.352225962";"13.3509786636482";2008
"73";"36.7462456689923";"2213.85786785634";"60247.1851899817";"59140.2562560535";"771272.410489493";"12.8017999190732";2008
"74";"39.8117498895966";"2310.40831260955";"58033.3273221254";"56878.1231658206";"712132.154233439";"12.2710895117319";2008
"75";"43.0969790416934";"2401.48947269508";"55722.9190095158";"54522.1742731683";"655254.031067619";"11.7591476310801";2008
"76";"46.629406658316";"2486.34662147515";"53321.4295368207";"52078.2562260831";"600731.85679445";"11.2662368959861";2008
"77";"50.4499069409818";"2564.62520241628";"50835.0829153456";"49552.7703141374";"548653.600568367";"10.7928141178018";2008
"78";"54.5963981639235";"2635.39312884992";"48270.4577129293";"46952.7611485043";"499100.83025423";"10.3396746975644";2008
"79";"59.0912695092757";"2696.63390041104";"45635.0645840794";"44286.7476338739";"452148.069105725";"9.90790904377213";2008
"80 ou mais";"1000";"42938.4306836683";"42938.4306836683";"407861.321471852";"407861.321471852";"9.49874774130909";2008
"0";"22.4672907188814";"2246.72907188814";"1e+05";"98017.0411273803";"7317211.60615902";"73.1721160615902";2009
"1";"2.15167758773931";"210.333522184227";"97753.2709281119";"97648.1041670197";"7219194.56503164";"73.8511816176531";2009
"2";"1.13241634611964";"110.459216766997";"97542.9374059276";"97487.7077975441";"7121546.46086462";"73.0093500386205";2009
"3";"0.75004337447619";"73.0785847245759";"97432.4781891606";"97395.9388967984";"7024058.75306708";"72.0915539008481";2009
"4";"0.551681341883049";"53.7113642187033";"97359.3996044361";"97332.5439223267";"6926662.81417028";"71.1452909766575";2009
"5";"0.432223507351542";"42.0578058564425";"97305.6882402174";"97284.6593372891";"6829330.27024795";"70.1842861785065";2009
"6";"0.354399349896365";"34.4701673944978";"97263.6304343609";"97246.3953506637";"6732045.61091066";"69.2144183889356";2009
"7";"0.30208033083227";"29.371016899989";"97229.1602669664";"97214.4747585164";"6634799.21556";"68.2387793676561";2009
"8";"0.267761087039506";"26.0263212296087";"97199.7892500664";"97186.7760894516";"6537584.74080148";"67.2592481037402";2009
"9";"0.248353543468498";"24.1334483555444";"97173.7629288368";"97161.6962046591";"6440397.96471203";"66.2771284202354";2009
"10";"0.24371660574609";"23.6769779464732";"97149.6294804813";"97137.7909915081";"6343236.26850737";"65.2934684612649";2009
"11";"0.256377322997463";"24.9008916961786";"97125.9525025348";"97113.5020566867";"6246098.47751586";"64.3092635549994";2009
"12";"0.292000650141141";"28.3535701997534";"97101.0516108387";"97086.8748257388";"6148984.97545918";"63.3256269983879";2009
"13";"0.350269465078378";"34.0016020164095";"97072.6980406389";"97055.6972396307";"6051898.10063344";"62.3439774806697";2009
"14";"0.488779076122981";"47.4304843934483";"97038.6964386225";"97014.9811964258";"5954842.40339381";"61.3656471277958";2009
"15";"0.718515435089522";"69.6897216569864";"96991.265954229";"96956.4210934006";"5857827.42219738";"60.395411530784";2009
"16";"0.890778624494966";"86.3356683603345";"96921.5762325721";"96878.4083983919";"5760871.00110398";"59.4384782525642";2009
"17";"1.05122434661835";"101.795562491744";"96835.2405642117";"96784.3427829659";"5663992.59270559";"58.4910261977382";2009
"18";"1.18791567383736";"114.911175501828";"96733.44500172";"96675.9894139691";"5567208.24992262";"57.5520519280962";2009
"19";"1.30418939082037";"126.008866772773";"96618.5338262182";"96555.5293928318";"5470532.26050865";"56.6199055591981";2009
"20";"1.42294498045291";"137.303554042269";"96492.5249594454";"96423.8731824243";"5373976.73111582";"55.6931921242028";2009
"21";"1.54128102128597";"148.510474053956";"96355.2214054031";"96280.9661683762";"5277552.8579334";"54.77184091279";2009
"22";"1.63134669998166";"156.946500393946";"96206.7109313492";"96128.2376811522";"5181271.89176502";"53.855618195515";2009
"23";"1.68498463636952";"161.842377393071";"96049.7644309552";"95968.8432422587";"5085143.65408387";"52.942801934088";2009
"24";"1.71206816380078";"164.166658640915";"95887.9220535622";"95805.8387242417";"4989174.81084161";"52.031316395142";2009
"25";"1.72938497699661";"165.543224521675";"95723.7553949212";"95640.9837826604";"4893368.97211737";"51.1196928278578";2009
"26";"1.75217800517294";"167.434997578623";"95558.2121703996";"95474.4946716103";"4797727.98833471";"50.2073854184232";2009
"27";"1.78330023920892";"170.110395750616";"95390.7771728209";"95305.7219749456";"4702253.4936631";"49.2946344817377";2009
"28";"1.82980001062341";"174.234777080251";"95220.6667770703";"95133.5493885302";"4606947.77168815";"48.3818054170309";2009
"29";"1.88989147914751";"179.627441960154";"95046.4319999901";"94956.61827901";"4511814.22229962";"47.4695801553086";2009
"30";"1.95589444468828";"185.549456020379";"94866.8045580299";"94774.0298300197";"4416857.60402061";"46.5585156430438";2009
"31";"2.02537945585089";"191.765468937788";"94681.2551020096";"94585.3723675407";"4322083.57419059";"45.648777781135";2009
"32";"2.10467561031171";"198.869724261528";"94489.4896330718";"94390.054770941";"4227498.20182305";"44.7404067715845";2009
"33";"2.19512538399599";"206.979733234547";"94290.6199088102";"94187.130042193";"4133108.14705211";"43.8337148599648";2009
"34";"2.2977637090794";"216.181974013522";"94083.6401755757";"93975.5491885689";"4038921.01700992";"42.9290470635768";2009
"35";"2.41246737670113";"226.452180645125";"93867.4582015622";"93754.2321112396";"3944945.46782135";"42.0267635174518";2009
"36";"2.54103459026316";"237.945035366191";"93641.006020917";"93522.0335032339";"3851191.23571011";"41.1271877498822";2009
"37";"2.68662780960257";"250.939261145786";"93403.0609855509";"93277.591354978";"3757669.20220688";"40.2306858314651";2009
"38";"2.85113323305989";"265.589109978491";"93152.1217244051";"93019.3271694158";"3664391.6108519";"39.3377149443055";2009
"39";"3.03467600946936";"281.880532127794";"92886.5326144266";"92745.5923483627";"3571372.28368248";"38.4487630570441";2009
"40";"3.23505055325523";"299.580730952849";"92604.6520822988";"92454.8617168224";"3478626.69133412";"37.5642758016371";2009
"41";"3.45320736479184";"318.748552198104";"92305.0713513459";"92145.6970752469";"3386171.8296173";"36.6845697646267";2009
"42";"3.69315292851628";"339.719557429116";"91986.3227991478";"91816.4630204333";"3294026.13254205";"35.8099555706184";2009
"43";"3.9565768598067";"362.60682966607";"91646.6032417187";"91465.2998268857";"3202209.66952162";"34.9408440275278";2009
"44";"4.24299821448732";"387.317833787607";"91283.9964120527";"91090.3374951589";"3110744.36969473";"34.0776531699263";2009
"45";"4.5576045657546";"414.271117300229";"90896.6785782651";"90689.5430196149";"3019654.03219957";"33.2207301678196";2009
"46";"4.89440817509399";"442.857834779132";"90482.4074609648";"90260.9785435753";"2928964.48917996";"32.3705410959976";2009
"47";"5.24214142606007";"472.00005307922";"90039.5496261857";"89803.5495996461";"2838703.51063638";"31.5272957541629";2009
"48";"5.59656371504135";"501.270497986015";"89567.5495731065";"89316.9143241135";"2748899.96103674";"30.6908023512806";2009
"49";"5.9667030630395";"531.432040171052";"89066.2790751205";"88800.5630550349";"2659583.04671262";"29.8607180442496";2009
"50";"6.35947983717044";"563.03557460573";"88534.8470349494";"88253.3292476465";"2570782.48365759";"29.0369562918289";2009
"51";"6.7941818100163";"597.69648121805";"87971.8114603437";"87672.9632197346";"2482529.15440994";"28.2195979962175";2009
"52";"7.28931367394547";"636.897331066224";"87374.1149791256";"87055.6663135925";"2394856.19119021";"27.4092182995199";2009
"53";"7.85832673140837";"681.609396051731";"86737.2176480594";"86396.4129500335";"2307800.52487661";"26.6068083281231";2009
"54";"8.49451736202246";"731.000858396083";"86055.6082520077";"85690.1078228096";"2221404.11192658";"25.8135891088162";2009
"55";"9.18592176241294";"783.785167926317";"85324.6073936116";"84932.7148096484";"2135714.00410377";"25.0304580277937";2009
"56";"9.9176040685826";"838.442402466775";"84540.8222256853";"84121.6010244519";"2050781.28929412";"24.257881994801";2009
"57";"10.6861772014128";"894.458462970871";"83702.3798232185";"83255.1505917331";"1966659.68826967";"23.49586346796";2009
"58";"11.4865136228031";"951.174316780489";"82807.9213602476";"82332.3342018574";"1883404.53767794";"22.7442557033206";2009
"59";"12.3291709704889";"1009.22582938697";"81856.7470434671";"81352.1341287737";"1801072.20347608";"22.0027336600572";2009
"60";"13.2381641777543";"1070.27275919647";"80847.5212140802";"80312.3848344819";"1719720.06934731";"21.2711539391984";2009
"61";"14.225895175633";"1134.90277391961";"79777.2484548837";"79209.7970679239";"1639407.68451282";"20.5498148440148";2009
"62";"15.2876677629116";"1202.25805286662";"78642.3456809641";"78041.2166545308";"1560197.8874449";"19.8391575675312";2009
"63";"16.4309126940435";"1272.41131883635";"77440.0876280975";"76803.8819686793";"1482156.67079037";"19.1393981616906";2009
"64";"17.6688690495252";"1345.79669851496";"76167.6763092611";"75494.7779600036";"1405352.78882169";"18.4507767194523";2009
"65";"18.9811580320427";"1420.20592114604";"74821.8796107462";"74111.7766501732";"1329858.01086169";"17.7736514744103";2009
"66";"20.4128468364046";"1498.33712256155";"73401.6736896001";"72652.5051283193";"1255746.23421151";"17.1078692227345";2009
"67";"22.0507377776049";"1585.52161997464";"71903.3365670386";"71110.5757570513";"1183093.72908319";"16.4539475574982";2009
"68";"23.9467057974109";"1683.88002685412";"70317.8149470639";"69475.8749336369";"1111983.15332614";"15.8136761525263";2009
"69";"26.083471676505";"1790.21129753838";"68633.9349202098";"67738.8292714406";"1042507.27839251";"15.1893852451338";2009
"70";"28.3956054637806";"1898.06800371937";"66843.7236226714";"65894.6896208118";"974768.449121065";"14.58279695224";2009
"71";"30.851937801438";"2003.69932762952";"64945.6556189521";"63943.8059551373";"908873.759500253";"13.9943734625266";2009
"72";"33.4959061118854";"2108.29785843254";"62941.9562913225";"61887.8073621063";"844929.953545116";"13.4239544388232";2009
"73";"36.3346798250146";"2210.37150174336";"60833.65843289";"59728.4726820183";"783042.14618301";"12.8718569021595";2009
"74";"39.3823617862804";"2308.72349502334";"58623.2869311466";"57468.925183635";"723313.673500991";"12.3383336446236";2009
"75";"42.6475659870537";"2401.67906017419";"56314.5634361233";"55113.7239060362";"665844.748317356";"11.8236688289809";2009
"76";"46.1593529917886";"2488.58386071492";"53912.8843759491";"52668.5924455917";"610731.02441132";"11.3281088830738";2009
"77";"49.9606557314442";"2569.19177427194";"51424.3005152342";"50139.7046280982";"558062.431965729";"10.8521151746227";2009
"78";"54.0910802193919";"2642.62560603451";"48855.1087409623";"47533.795937945";"507922.72733763";"10.3965120624482";2009
"79";"58.5723324228299";"2706.77292426341";"46212.4831349278";"44859.096672796";"460388.931399685";"9.9624365575742";2009
"80 ou mais";"1000";"43505.7102106643";"43505.7102106643";"415529.834726889";"415529.834726889";"9.55115622098343";2009
"0";"21.6383528397769";"2163.83528397769";"1e+05";"98084.8219743068";"7348357.40304422";"73.4835740304422";2010
"1";"2.02592100176159";"198.208340829996";"97836.1647160223";"97737.0605456073";"7250272.58106991";"74.1062632832597";2010
"2";"1.07496548517032";"104.957433145897";"97637.9563751923";"97585.4776586194";"7152535.52052431";"73.2556864774938";2010
"3";"0.716243134811835";"69.8573409098507";"97532.9989420464";"97498.0702715915";"7054950.04286569";"72.333980492671";2010
"4";"0.529377059161938";"51.5947512774932";"97463.1416011366";"97437.3442254978";"6957451.9725941";"71.3854679655941";2010
"5";"0.416474750933261";"40.5694497123187";"97411.5468498591";"97391.2621250029";"6860014.6283686";"70.4230129816332";2010
"6";"0.342737178225541";"33.3726540351892";"97370.9774001468";"97354.2910731292";"6762623.3662436";"69.4521462843342";2010
"7";"0.29308090305876";"28.527793100567";"97337.6047461116";"97323.3408495613";"6665269.07517047";"68.4757868508854";2010
"8";"0.260485564598927";"25.3476098507055";"97309.076953011";"97296.4031480856";"6567945.7343209";"67.49571509647";2010
"9";"0.242073320326186";"23.5497953758128";"97283.7293431603";"97271.9544454724";"6470649.33117282";"66.5131710601692";2010
"10";"0.237736926729684";"23.1223361788676";"97260.1795477845";"97248.618379695";"6373377.37672735";"65.5291549569479";2010
"11";"0.249878749756234";"24.2974742860114";"97237.0572116056";"97224.9084744626";"6276128.75834765";"64.544618464642";2010
"12";"0.283846534214601";"27.5935049328749";"97212.7597373196";"97198.9629848532";"6178903.84987319";"63.5606258537389";2010
"13";"0.338738909496636";"32.920397228808";"97185.1662323867";"97168.7060337723";"6081704.88688833";"62.5785304759979";2010
